,時間,ID,カテゴリー,件,掲載名,フリガナ,電話番号,FAX番号,住所,アクセス,駐車場,現金以外の支払い方法,ホームページ,E-mailアドレス,業種,営業時間,休業日,予約
43,2018-10-22 13:56:22.733989,133609702100000899,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,株式会社パートナ,カブシキガイシャパートナ,03-3262-78110120-810712※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3262-1136,（〒102-0074）東京都千代田区九段南２丁目６－８地図,鉄道ＪＲ・地下鉄線・市ヶ谷駅徒歩10分地下鉄線・九段下駅徒歩7分ルート案内,無,お取り扱いしておりません,■詳しくは、ホームページをご覧下さい！http://www.partner24.jp/,■お問合せはお電話でもメールでも、お気軽にどうぞ！info@partner24.jp,コインパーキング、駐車場、駐車場機械装置、駐輪場,本社09:00～18:00駐車場（24時間営業）00:00～24:00,●会社：土・日・祝　●駐車場：年中無休,－
44,2018-10-22 13:56:23.157511,520000007540030001,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,東急リバブル株式会社中目黒センター,トウキュウリバブルカブシキガイシャナカメグロセンター,0120-815109,－,（〒153-0051）東京都目黒区上目黒１丁目２６－１地図,鉄道正面出口徒歩2分東急東横線中目黒駅正面出口徒歩2分東京メトロ日比谷線中目黒駅その他中目黒アトラスタワー3階ルート案内,－,－,▽東急リバブル中目黒センターのHPはこちらhttps://www.livable.co.jp/branch/nakameguro/,－,不動産取引,10:00～18:00,火曜日、水曜日,－
45,2018-10-22 13:56:23.594635,130281541197770180,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,東建コーポレーション株式会社東京練馬支店,トウケンコーポレーションカブシキガイシャトウキョウネリマシテン,03-5912-2400※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5912-2951,（〒176-0011）東京都練馬区豊玉上２丁目２５－９地図,鉄道練馬駅徒歩5分ルート案内,無,有,東建コーポレーション（土地活用のご相談）http://www.token.co.jpＰＣ・ケータイ版ホームメイト（お部屋探し）http://www.homemate.co.jpスマートフォン版ホームメイト（お部屋探し）http://s.homemate.co.jp/,お問い合わせ、パンフレットのご請求などA16@token.co.jp,アパート管理、アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸マンション、貸事務所、貸倉庫、貸店舗、建設業、不動産管理、不動産取引、マンション管理、マンション（学生向）、マンション賃貸業、リフォーム,10:00～18:30,水曜日（祝日は営業）,－
46,2018-10-22 13:56:24.047408,135880101191970130,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,三菱地所ハウスネット株式会社門前仲町営業所,ミツビシジショハウスネットカブシキガイシャモンゼンナカチョウエイギョウショ,0120-00214103-6458-5777※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3820-7040,（〒135-0048）東京都江東区門前仲町１丁目４－８地図,鉄道都営大江戸線・東京メトロ東西線・門前仲町駅その他プラザ門前仲町5Fルート案内,－,－,▼詳しくはＨＰをご覧下さい。https://www.mec-h.com/,▼メールのお問い合わせはこちらへmonnaka@mec-h.com,貸事務所、貸店舗、住宅販売、建物売買、中古住宅売買、不動産取引、マンション賃貸業,,毎週水曜日および第１、第３火曜日,－
47,2018-10-22 13:56:24.476963,135065210161480300,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,株式会社ジオワークス,カブシキガイシャジオワークス,03-6803-0592※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒113-0034）東京都文京区湯島３丁目３４－６地図,鉄道東京メトロ 千代田線・湯島駅徒歩２分　湯島スクウェアビル７Ｆルート案内,－,－,ジオワークスのホームページhttp://www.geoworks.co.jp/お問い合わせ・資料請求https://ssl.xaas.jp/s0199406/login/inquiryedit,－,貸事務所、貸店舗、貸ビル、内装工事、不動産取引、リノベーション、リフォーム,平日（月曜～金曜）10:00～19:00,土曜日、日曜日、祝日,－
48,2018-10-22 13:56:24.945050,133516562100000899,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,ウィンベルマンスリー代々木,ウィンベルマンスリーヨヨギ,03-3378-00080120-707022※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒151-0053）東京都渋谷区代々木３丁目８－２地図,鉄道ＪＲ山手線、総武線、都営地下鉄大江戸線・代々木駅徒歩7分ＪＲ各線、京王線、小田急線、地下鉄各線・新宿駅徒歩9分小田急線・南新宿駅ルート案内,無,お取り扱いしておりません,●詳しくはホームページをご覧下さい。http://www.hatsudai-winbell.jp/,●オンラインにてご予約いただけます。yoyogipost@hatsudai-winbell.jp,ウィークリー・マンスリー賃貸マンション、ビジネスホテル,09:00～18:00年中無休,－,－
49,2018-10-22 13:56:25.386094,510000000000077314,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,東急リバブル株式会社調布センター,トウキュウリバブルカブシキガイシャチョウフセンタ－,0120-974109※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,－,（〒182-0024）東京都調布市布田１丁目３９－１地図,鉄道京王線・調布駅徒歩２分ルート案内,－,－,▼東急リバブル株式会社調布センターのHPはこちらhttps://www.livable.co.jp/branch/chofu/,－,不動産取引,10:00～18:00,火曜日、水曜日,－
50,2018-10-22 13:56:25.839437,133725337100000899,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,有限会社中央商事不動産／本店,ユウゲンガイシャチュウオウショウジフドウサン／ホンテン,042-325-8000※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-326-0800,（〒185-0021）東京都国分寺市南町２丁目１８－１地図,鉄道ＪＲ中央線・西武線・国分寺駅南口　徒歩3分その他リビオ国分寺ステーションアベニュー1Ｆ店舗ルート案内,－,－,http://www.chu-s.co.jp/,－,アパート管理、アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸アパート、ウィークリー・マンスリー賃貸マンション、貸事務所、貸店舗、貸ビル、貸間、貸家、コインパーキング、シェアハウス、事務所売買、住宅コンサルタント、住宅販売、建売業、建物売買、中古住宅売買、駐車場、注文住宅販売、月極駐車場、土地管理、土地賃貸、土地売買、土地分譲、バイク駐車場、ビル管理、不動産管理、不動産コンサルタント、不動産取引、分譲住宅、別荘分譲、別荘分譲・管理、マンション管理、マンション（学生向）、マンション賃貸業、マンション分譲,09:00～18:00,年中無休（※年末年始・夏期を除く）,－
51,2018-10-22 13:56:26.290404,139983466100000899,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,株式会社ワールドパーク,カブシキガイシャワールドパーク,03-5269-89770120-580305※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5269-8971,（〒160-0022）東京都新宿区新宿５丁目４－１－７０６地図,鉄道地下鉄都営新宿線・新宿3丁目駅徒歩3分地下鉄丸ノ内線・新宿御苑駅徒歩4分その他新宿Qフラットビル7Fルート案内,－,－,詳細はホームページをご覧くださいhttp://www.world-park.com 〇お問合せフォームはこちらhttp://www.world-park.com/inquiry/,－,駐車場、駐車場機械装置、駐車場工事、駐車装置卸、駐車装置製造,,－,－
52,2018-10-22 13:56:26.703001,136734153199961980,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,三井のリハウス中野センター,ミツイノリハウスナカノセンター,03-3385-3131※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3388-6163,（〒164-0001）東京都中野区中野５丁目６７－３地図,鉄道JR中央線・総武線・中野駅北口より徒歩3分ルート案内,－,－,三井のリハウス/中野センターのホームページです。http://www.rehouse.co.jp/nakano/,－,事務所売買、住宅販売、建物売買、中古住宅売買、土地売買、土地分譲、不動産取引、分譲住宅、マンション分譲,10:00～18:00,火曜日、水曜日,－
53,2018-10-22 13:56:27.185450,137399068100000899,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,有限会社春企画,ユウゲンガイシャハルキカク,042-627-3381※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-627-3387,（〒192-0904）東京都八王子市子安町４丁目２７－１０地図,鉄道ＪＲ線・八王子駅・南口出口徒歩2～3分その他ファミリーマートとａｕショップの間の通りを80ｍくらい南に向かってください。隣はクリーニング店です。ルート案内,有,お取り扱いしておりません,詳細はホームページをご覧くださいhttp://www.haru-kikaku.co.jp/,メールでのお問い合わせはこちらからinfo@haru-kikaku.co.jp,アパート（学生向）、ウィークリー・マンスリー賃貸アパート、ウィークリー・マンスリー賃貸マンション、貸事務所、貸店舗、貸ビル、貸家、中古住宅売買、駐車場、月極駐車場、土地管理、土地賃貸、土地売買、不動産管理、不動産取引、マンション（学生向）,,水曜日,－
54,2018-10-22 13:56:27.633968,131464725184840420,東京都の不動産のお店・施設を探す 19802件,1-50件/19802件,東建コーポレーション株式会社足立東支店,トウケンコーポレーションカブシキガイシャアダチヒガシシテン,03-5831-3400※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5831-3401,（〒121-0061）東京都足立区花畑６丁目１３－１３地図,その他グローリー・パレス１Ｆルート案内,有,有,東建コーポレーション（土地活用のご相談）http://www.token.co.jpＰＣ・ケータイ版ホームメイト（お部屋探し）http://www.homemate.co.jpスマートフォン版ホームメイト（お部屋探し）http://s.homemate.co.jp/,お問い合わせ、パンフレットのご請求など738@token.co.jp,アパート管理、アパート業、アパート（学生向）、ウィークリー・マンスリー賃貸マンション、貸事務所、貸倉庫、貸店舗、建設業、不動産管理、不動産取引、マンション管理、マンション（学生向）、マンション賃貸業、リフォーム,10:00～18:30,水曜日（祝日は営業）,－
55,2018-10-22 13:56:28.128655,137876192100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,三井のリハウス／成城センター,ミツイノリハウス／セイジョウセンター,03-3417-31010120-81-3101※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3417-3145,（〒157-0066）東京都世田谷区成城２丁目４０－９地図,鉄道小田急線・成城学園前駅徒歩2分その他成城サウスサイド1Ｆルート案内,提携コインパーキング有（当社費用負担）,お取り扱いしておりません,ホームページはこちら▼http://www.rehouse.co.jp/seijo/,お問合せのメールはこちらへ▼seijo@rehouse.co.jp,貸事務所、貸店舗、貸ビル、貸家、事務所売買、住宅販売、建物売買、中古住宅売買、土地賃貸、土地売買、土地分譲、不動産取引、分譲住宅、マンション分譲,10:00～18:00（営業時間外予約対応可）,毎週火・水曜日,－
56,2018-10-22 13:56:28.563483,136534427100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,石川不動産鑑定・建築総合事務所,イシカワフドウサンカンテイケンチクソウゴウジムショ,03-5963-6338※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5963-6337,（〒114-0022）東京都北区王子本町１丁目２４－６地図,鉄道JR京浜東北線・王子駅より徒歩約3分東京メトロ南北線・王子駅より徒歩約3分都電荒川線・王子駅前駅より徒歩約7分その他トリヤマ王子本町ビル2Fルート案内,－,－,－,－,不動産鑑定、不動産コンサルタント,09:00～17:00,日曜日、祝日,－
57,2018-10-22 13:56:29.075693,131534184100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,日本宅建株式会社,ニホンタッケンカブシキガイシャ,03-3748-1187※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3748-3591,（〒145-0064）東京都大田区上池台２丁目３３－４地図,鉄道池上線・洗足池駅から徒歩1分位ルート案内,無近くにコインパーキング有り,お取り扱いしておりません,日本宅建株式会社のホームページはこちら▼http://www.j-takken.co.jp/競売不動産については、こちらをご覧下さい▼http://981.jp/agent0about_jtakken.html日本宅建株式会社のお問い合わせフォーム▼http://j-takken.co.jp/contact/,お問合せのメールはこちらへ▼info@j-takken.co.jp,アパート業、貸事務所、貸ビル、貸間、貸家、住宅コンサルタント、建物売買、中古住宅売買、駐車場、月極駐車場、土地管理、バイク駐車場、不動産管理、不動産コンサルタント、不動産取引、マンション賃貸業,10:00～19:00,水曜日・第二火曜日,－
58,2018-10-22 13:56:29.503049,136388657100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社コマツホーム,カブシキガイシャコマツホーム,042-525-58110120-785811※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-525-3612,（〒190-0023）東京都立川市柴崎町２丁目４－６地図,鉄道・ＪＲ中央線・青梅線・南武線・「立川」駅南口徒歩３分・多摩都市モノレール線・「立川南」駅徒歩２分ルート案内,有,お取り扱いしておりません,http://www.comatsuhome.co.jp,info@comatsuhome.co.jp,住宅コンサルタント、住宅販売、建物売買、中古住宅売買、土地売買、不動産コンサルタント、不動産取引,09:00～20:00,毎週水曜日・（月2回木曜日）・（毎週火曜日12：00迄）,－
59,2018-10-22 13:56:29.938529,137743291100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,三井住友トラスト不動産株式会社荻窪センター,ミツイスミトモトラストフドウサンカブシキガイシャオギクボセンター,03-3220-31710120-963008※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3220-3176,（〒167-0032）東京都杉並区天沼３丁目３－４地図,鉄道ＪＲ中央本線・荻窪駅より徒歩2分地下鉄丸ノ内線・荻窪駅より徒歩2分その他荻窪共英ビル3Fルート案内,－,－,詳しくはホームページをご覧ください。http://smtrc.jp/store/storepage?storeCode=6010,－,不動産取引,,水曜日、祝日,－
60,2018-10-22 13:56:30.357130,134086262100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,都市住宅サービス株式会社,トシジユウタクサービスカブシキガイシャ,03-3373-8041※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3373-8046,（〒151-0053）東京都渋谷区代々木２丁目１１－１８地図,鉄道新宿駅南口徒歩3分ルート案内,無,お取り扱いしておりません,詳しくはホームページをご覧下さいhttp://www.toshijutaku.jp/,shinjuku@toshijutaku.jp,アパート管理、不動産取引、マンション管理、マンション賃貸業,,－,－
61,2018-10-22 13:56:30.820854,135085938100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社ワイエス・ホーム／三鷹店,カブシキガイシャワイエスホーム／ミタカテン,0422-70-5960050-5526-3232※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,0422-70-5961,（〒181-0013）東京都三鷹市下連雀３丁目２７－１１－６０２地図,鉄道ＪＲ中央線・三鷹駅・南出口徒歩1分ルート案内,近隣の提携駐車場の無料チケットをご用意しております。,お取り扱いしておりません,詳しくはホームページをご覧下さいhttp://www.yshome.jp,お問い合せはメールでも承ります。mitaka@yshome.co.jp,貸事務所、貸店舗、貸家、不動産取引、マンション賃貸業,,水曜定休　祝日は営業（1月～3月末までは無休）,－
62,2018-10-22 13:56:31.227492,137324854132740620,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社東京不動産経済研究所,カブシキガイシャトウキョウフドウサンケイザイケンキュウショ,03-3931-273103-3931-2732※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-6809-7508,（〒179-0081）東京都練馬区北町１丁目３－７－１０１地図,鉄道東武東上線・上板橋駅南口より徒歩約8分車国道254号線（川越街道）「練馬北町陸橋」近くルート案内,近くにコインパーキング有り,お取り扱いしておりません,詳しくはホームページをご覧ください。http://www.treei.jp/動画Ｐｌｕｓ！をご覧ください。http://douga-plus.itp.ne.jp/embed/bhfdcT4HgksKX,メールでのお問い合わせはこちらからどうぞ。webmaster@treei.jp,アパート業、アパート（学生向）、貸事務所、貸店舗、貸ビル、貸別荘、貸間、貸家、下宿、コインパーキング、コーポラティブハウス、コンドミニアム、シェアハウス、事務所売買、住宅コンサルタント、住宅販売、建売業、建物売買、中古住宅売買、駐車場、注文住宅販売、月極駐車場、土地管理、土地賃貸、土地売買、土地分譲、バイク駐車場、ビル管理、ビルメンテナンス、ファイナンシャルプランナー、不動産鑑定、不動産管理、不動産競売代行業、不動産コンサルタント、不動産投資顧問業、不動産取引、プライベートバンキング、分譲住宅、別荘分譲、別荘分譲・管理、マンション（学生向）、マンション賃貸業、マンション分譲、リゾート会員権取引、リゾートマンション分譲、留学生寮,平日・土曜日09:00～17:00,日曜・祝日（ご予約いただければ日曜日・祝日も対応可能です。）,－
63,2018-10-22 13:56:31.650606,137038422100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社南陽ハウジング仙川本店,カブシキガイシャナンヨウハウジングセンガワホンテン,03-3307-1171※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3307-1174,（〒182-0002）東京都調布市仙川町１丁目１８－３０地図,鉄道京王線・仙川駅徒歩15秒ルート案内,－,－,▼詳しくはホームページをご覧くださいhttp://www.nanyo-h.com/お問合せはこちらhttp://www.nanyo-h.com/contact/,－,,10:00～19:00,毎週水曜日、第２・第３火曜日　※１～３月は毎週水曜日のみ定休です。,－
64,2018-10-22 13:56:32.131986,132738906100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社ＲＣｄｅｓｉｇｎ,カブシキガイシャアールシーデザイン,03-3934-0835※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3934-0813,（〒175-0082）東京都板橋区高島平１丁目４３－１４－１０２地図,鉄道都営三田線・西台駅徒歩10分ルート案内,－,－,▼詳しくはホームページをご覧下さい！http://www.rc-design.jp/,▼お問い合わせはこちらへinfo@rc-design.jp,建設業、建築工事、建築設計、住宅販売、大工工事、大工職、建売業、建物売買、注文住宅販売、リフォーム,08:00～19:00,日・祝日,－
65,2018-10-22 13:56:32.590094,138252542100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,イワセ産興株式会社,イワセサンコウカブシキガイシャ,03-3339-666603-3339-6011※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3336-1888,（〒166-0001）東京都杉並区阿佐谷北４丁目６－２８地図,鉄道ＪＲ線・阿佐ヶ谷駅・北出口徒歩7分バス阿佐ヶ谷北１丁目停留所・徒歩1分前田病院前停留所・徒歩2分車阿佐ヶ谷駅から中杉通りを約1分その他中杉通り沿い、ショールームの隣りですルート案内,有当社向かいに専用駐車場がございます。,お取り扱いしておりません,詳しくはホームページをご覧くださいhttp://www.i-tenpo.co.jp,メールでのお問合せ・ご質問はこちらまでどうぞentrust@i-tenpo.co.jp,貸事務所、貸店舗、貸ビル、事務所売買、建物売買、土地売買、不動産取引,10:00～18:00,日曜日／8月お盆休み及び年末年始は休業,－
66,2018-10-22 13:56:33.081555,138161938100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社財建,カブシキガイシャザイケン,0422-55-1367※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,0422-55-2517,（〒180-0006）東京都武蔵野市中町１丁目１０－７地図,鉄道ＪＲ中央線・三鷹駅・北口出口徒歩3分地下鉄東西線・三鷹駅・北口出口徒歩3分その他中央通をＵＦＪ銀行を右に、武蔵野警察方向左側を直進日本生命ビル向いあたり。東急ストア近く山本ビル1Ｆルート案内,無,その他,株式会社財建のホームページへhttp://www.zaiken.com,info@zaiken.com,不動産取引,,水曜日,－
67,2018-10-22 13:56:33.499617,130334959014670870,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社三協ビルメン,カブシキガイシャサンキョウビルメン,03-6264-3171※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3541-5911,（〒104-0061）東京都中央区銀座８丁目２０－３３地図,鉄道都営大江戸線・築地市場駅ＪＲ、東京メトロ銀座線、都営浅草線・新橋駅その他銀座サンケイビル　７Ｆルート案内,－,－,▼詳しくはホームページをご覧下さいhttp://www.sankyobirumen.co.jp/,somu@sankyobirumrn.co.jp,アパート管理、貸事務所、貸ビル、警備、住宅消毒サービス、昇降設備工事、消毒業、清掃業、貯水槽清掃業、特殊清掃業、土地管理、排水管つまり清掃、排水槽清掃業、ハウスクリーニング、ビル管理、ビルクリーニング、ビルメンテナンス、不動産管理、マンション管理、床磨きサービス,,日曜日、祝日,－
68,2018-10-22 13:56:33.968100,132395201111831470,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社東宝ハウス立川,カブシキガイシャトウホウハウスタチカワ,042-524-8890※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,042-524-8901,（〒190-0022）東京都立川市錦町２丁目６－２地図,鉄道ＪＲ中央本線・立川駅・徒歩５分多摩モノレール線・立川南駅・徒歩２分その他ステラＮＫビル１Ｆルート案内,有,－,ホームページhttp://www.toho-tachikawa.co.jp/動画Ｐｌｕｓ！をご覧くださいhttp://douga-plus.itp.ne.jp/embed/koMh4o4cykK,お問い合わせはメールでも承りますinfo@toho-tachikawa.co.jp,,09:00～21:00,年末年始,－
69,2018-10-22 13:56:34.423970,136594400173770390,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,東急リバブル株式会社新宿センター,トウキュウリバブルカブシキガイシャシンジュクセンター,03-5304-21090800-100-6109※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5304-2111,（〒151-0053）東京都渋谷区代々木２丁目１１－１７地図,鉄道ＪＲ線・小田急線・新宿駅・南口出口徒歩5分地下鉄大江戸線・都営新宿線・新宿駅徒歩3分京王線・新宿駅・新都心口地下6番出口徒歩1分その他ラウンドクロス新宿7Ｆルート案内,無近隣のコインパーキングをご利用下さい。,お取り扱いしておりません,最新物件はホームページでどうぞhttp://www.livable.co.jp/shinjyuku/,shinjyuku@ma.livable.jp,,10:00～18:00,毎週火曜・水曜日,－
70,2018-10-22 13:56:34.842909,136802154165860440,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,ダイコー本店,ダイコーホンテン,03-6457-3811※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3208-7588,（〒162-0041）東京都新宿区早稲田鶴巻町５６７地図,鉄道東西線・早稲田駅有楽町線・江戸川橋駅ルート案内,－,－,http://daiko-s-honten.com,info@daiko-s-honten.com,運送代理店、建築工事、清掃業、造園業、代行サービス、ビル管理、便利業、マンション管理、リフォーム,24時間営業,年中無休,－
71,2018-10-22 13:56:35.283742,510000000000075974,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,東急リバブル株式会社渋谷センター,トウキュウリバブルカブシキガイシャシブヤセンタ－,0120-55610903-3463-3911※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3770-0677,（〒150-0043）東京都渋谷区道玄坂２丁目３－２地図,鉄道JR山手線渋谷駅ハチ公口徒歩2分東急東横線渋谷駅5番出口徒歩1分その他大外ビル9階ルート案内,,,▽東急リバブル渋谷センターのHPはこちらhttps://www.livable.co.jp/branch/shibuya/,▽東急リバブル渋谷センターへのお問合わせはこちらshibuya@ma.livable.jp,住宅販売、建物売買、中古住宅売買、土地売買、土地分譲、不動産管理、不動産取引、分譲住宅、マンション分譲,,火曜日、水曜日,
72,2018-10-22 13:56:35.807109,134401233100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社ガイド／本店,カブシキガイシャガイド／ホンテン,03-3495-4451※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3495-4452,（〒141-0033）東京都品川区西品川３丁目７－８地図,鉄道ＪＲ山手線・ＪＲ湘南新宿ライン・埼京線・りんかい線・大崎駅南改札新西口より徒歩7分車首都高速・戸越インターから3分ルート案内,有,オリックス,▼株式会社ガイド のホームページはこちらですhttp://www.guide-co.jp/▼株式会社ガイド のｉタウンページ広告http://nttbj.itp.ne.jp/0334954451/,▼メールでのお問い合わせはこちらからどうぞinfo@guide-co.jp,リフォーム、木造建築工事、屋根工事、床工事、雨どい工事、網戸取扱業、アルミ建材、インテリアコーディネーター、衛生設備工事、カーポート、介護リフォーム、かわら屋根工事、給排水設備工事、金属板屋根工事、建設業、建築工事、建築設計、建築塗装、建築板金業、左官業、漆くい工事、住宅販売、水道衛生工事・保守、水道衛生設備工事、水道衛生設備保守、石工工事、造作大工、装飾業、大工工事、大工職、耐震工事、タイル工事、塗装、塗装工事、内装工事、不動産取引、プレハブ建築工事、フローリング工事、風呂釜・浴槽、防音工事、防水工事、磨き出し工事,,日曜日、祝日、作業日に関しては、この限りではございません。,－
73,2018-10-22 13:56:36.223223,139831175100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,まるいけ建設株式会社,マルイケケンセツカブシキガイシャ,03-3891-8121※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3891-8127,（〒110-0003）東京都台東区根岸５丁目２３－８地図,鉄道東京メトロ日比谷線・三ノ輪駅・３番出口より徒歩１分車首都高速入谷ランプより約５分ルート案内,－,－,ホームページはこちらからhttp://www.maruike.ne.jp/ブログはこちらからhttp://maruikekun.exblog.jp/,－,貸事務所、貸店舗、貸ビル、貸間、貸家、住宅販売、建売業、建物売買、中古住宅売買、駐車場、月極駐車場、土地管理、土地売買、土地分譲、バイク駐車場、不動産管理、不動産取引、分譲住宅、マンション（学生向）、マンション賃貸業,,水曜日、祝日,－
74,2018-10-22 13:56:36.683111,131434835100000899,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社リベラル,カブシキガイシャリベラル,03-3847-8276※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3847-6981,（〒111-0036）東京都台東区松が谷１丁目４－６－１１０３地図,鉄道ＪＲ線・上野駅浅草口から徒歩１０分地下鉄銀座線・稲荷町駅から徒歩３分その他★台東区松が谷1丁目4－6　ライオンズマンション上野松が谷1103号ルート案内,無,お取り扱いしておりません,詳しくはホームページをご覧下さい▼http://liberal.co.jp/index.html,お問合せのメールはこちらへ▼liberal@suite.plala.or.jp,貸事務所、貸倉庫、貸店舗、貸ビル、貸家、住宅コンサルタント、建物売買、中古住宅売買、駐車場、月極駐車場、土地管理、土地賃貸、土地売買、不動産管理、不動産コンサルタント、不動産取引、マンション賃貸業,,水・土・日・祝　8／11～15　12／29～1／4,－
75,2018-10-22 13:56:37.106752,138372407185061480,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社ベースメント・リアルティ,カブシキガイシャベースメントリアルティ,03-5904-6611※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5904-6612,（〒175-0094）東京都板橋区成増１丁目１３－１５地図,鉄道東武東上線・成増駅・南口出口徒歩3分副都心線・地下鉄成増駅・4番出口徒歩2分その他川越街道沿いルート案内,無近くにコインパーキングあり,お取り扱いしておりません,http://www.b-realty.co.jp/,info@b-realty.co.jp,不動産取引,,水曜日、第1・第3火曜日,－
76,2018-10-22 13:56:37.534025,135932124126361380,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,株式会社スター不動産,カブシキガイシャスターフドウサン,03-5809-61300120-059999※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-5809-6131,（〒121-0813）東京都足立区竹の塚１丁目３５－１１地図,鉄道東武伊勢崎線・竹の塚駅東口徒歩4分ルート案内,15台,住宅ローン多数取り扱い,http://star7.co.jp/お問い合わせhttp://star7.co.jp/?page_id=2500,star@star7.co.jp,不動産取引,09:00～18:00メール、ＦＡＸは24時間受付,水曜日,－
77,2018-10-22 13:56:37.986324,135983959078470240,東京都の不動産のお店・施設を探す 19802件,51-100件/19802件,三井のリハウス桜新町センター,ミツイノリハウスサクラシンマチセンター,03-3425-41310120-99-5637※お問い合せの際、「iタウンページ」を見たとお伝えになるとスムーズです,03-3425-4132,（〒154-0015）東京都世田谷区桜新町１丁目１４－１５地図,鉄道東急田園都市線・桜新町駅徒歩2分その他サザエさん通り沿い　三井住友銀行隣接ルート案内,無,－,▼三井のリハウス桜新町センターのHPはこちらhttps://www.rehouse.co.jp/store/sakurashimmachi/,▼三井のリハウス桜新町センターへお問合せはこちらsakurashimmachi@rehouse.co.jp,不動産取引,,火曜日、水曜日、※定休日や営業時間外のご対応等につきましては、お問合せ下さい,－
